MEROPS_family	domain_name	5mSIPHEX1_0	5mSIPHEX1_1	5mSIPHEX1_10	5mSIPHEX1_11	5mSIPHEX1_13	5mSIPHEX1_18	5mSIPHEX1_19	5mSIPHEX1_25	5mSIPHEX1_26	5mSIPHEX1_32	5mSIPHEX1_33	5mSIPHEX1_37	5mSIPHEX1_8	5mSIPHEX1_9	5mSIPHEX2_10	5mSIPHEX2_14	5mSIPHEX2_16	5mSIPHEX2_18	5mSIPHEX2_25	5mSIPHEX2_3	5mSIPHEX2_5	5mSIPHEX2_7	700mSIPHEX1_0	700mSIPHEX1_1	700mSIPHEX1_12	700mSIPHEX1_15	700mSIPHEX1_17	700mSIPHEX1_18	700mSIPHEX1_2	700mSIPHEX1_20	700mSIPHEX1_3	700mSIPHEX1_8	700mSIPHEX2_13	700mSIPHEX2_14	700mSIPHEX2_16	700mSIPHEX2_21	700mSIPHEX2_22	700mSIPHEX2_23	700mSIPHEX2_24	700mSIPHEX2_9
family S16 unassigned peptidases | Hyphomonas beringensis | S16.UPW	MER1030613	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S16 unassigned peptidases | Hyphomonas sp. CY54-11-8 | S16.UPW	MER1039221	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S16 unassigned peptidases | Hyphomonas sp. L-53-1-40 | S16.UPW	MER1036357	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S16 unassigned peptidases | Hyphomonas sp. T16B2 | S16.UPW	MER1039924	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S16 unassigned peptidases | Hyphomonas sp. TMED31 | S16.UPW	MER1326735	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S24 unassigned peptidases | Hyphomonas atlantica | S24.UPW	MER1044036	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S24 unassigned peptidases | Hyphomonas atlantica | S24.UPW	MER1045077	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S24 unassigned peptidases | Hyphomonas beringensis | S24.UPW	MER1040342	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S24 unassigned peptidases | Hyphomonas beringensis | S24.UPW	MER1042265	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S24 unassigned peptidases | Hyphomonas sp. L-53-1-40 | S24.UPW	MER1041078	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S24 unassigned peptidases | Hyphomonas sp. L-53-1-40 | S24.UPW	MER1041265	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S24 unassigned peptidases | Hyphomonas sp. T16B2 | S24.UPW	MER1042191	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S24 unassigned peptidases | Hyphomonas sp. T16B2 | S24.UPW	MER1044207	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S33 unassigned peptidases | Hyphomonas atlantica | S33.UPW	MER1338999	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S33 unassigned peptidases | Hyphomonas beringensis | S33.UPW	MER1339236	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S33 unassigned peptidases | Hyphomonas sp. L-53-1-40 | S33.UPW	MER1338824	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S33 unassigned peptidases | Hyphomonas sp. T16B2 | S33.UPW	MER1339350	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S33 unassigned peptidases | Hyphomonas sp. TMED31 | S33.UPW	MER1339005	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S78 unassigned peptidases | Hyphomonas atlantica | S78.UPW	MER1085554	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S78 unassigned peptidases | Hyphomonas sp. L-53-1-40 | S78.UPW	MER1087055	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family T2 unassigned peptidases | Hyphomonas atlantica | T02.UPW	MER1095388	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family T2 unassigned peptidases | Hyphomonas sp. L-53-1-40 | T02.UPW	MER1094547	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family T2 unassigned peptidases | Hyphomonas sp. L-53-1-40 | T02.UPW	MER1096777	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family T3 unassigned peptidases | Hyphomonas sp. L-53-1-40 | T03.UPW	MER1099067	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
peptidase Clp | type 1 | S14.001	MER0072196	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M16B unassigned peptidases | Hyphomonas atlantica | M16.UPB	MER0924035	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M16B unassigned peptidases | Hyphomonas sp. L-53-1-40 | M16.UPB	MER0923795	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M20A unassigned peptidases | Hyphomonas sp. L-53-1-40 | M20.UPA	MER0793761	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M20D non-peptidase homologues | Hyphomonas sp. L-53-1-40 | M20.UND	MER0729510	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M48B unassigned peptidases | Hyphomonas atlantica | M48.UPB	MER0882924	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M48B unassigned peptidases | Hyphomonas beringensis | M48.UPB	MER0882958	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M48B unassigned peptidases | Hyphomonas sp. L-53-1-40 | M48.UPB	MER0883494	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M48B unassigned peptidases | Hyphomonas sp. T16B2 | M48.UPB	MER0886418	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M48C unassigned peptidases | Hyphomonas atlantica | M48.UPC	MER0889410	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M48C unassigned peptidases | Hyphomonas sp. L-53-1-40 | M48.UPC	MER0889515	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M50B unassigned peptidases | Hyphomonas sp. L-53-1-40 | M50.UPB	MER0891379	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S1A unassigned peptidases | Hyphomonas sp. L-53-1-40 | S01.UPA	MER0952857	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S1A unassigned peptidases | Hyphomonas sp. L-53-1-40 | S01.UPA	MER0953998	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S1B non-peptidase homologues | Hyphomonas sp. L-53-1-40 | S01.UNB	MER0964560	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S1B unassigned peptidases | Hyphomonas sp. L-53-1-40 | S01.UPB	MER0965076	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S1B unassigned peptidases | Hyphomonas sp. L-53-1-40 | S01.UPB	MER0965797	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S1C unassigned peptidases | Oceanibulbus indolifex | S01.UPC	MER0327758	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S1C unassigned peptidases | Sulfitobacter sp. HI0082 | S01.UPC	MER1273826	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S26A unassigned peptidases | Hyphomonas sp. L-53-1-40 | S26.UPA	MER1049899	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S41A unassigned peptidases | Hyphomonas atlantica | S41.UPA	MER1062448	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S41A unassigned peptidases | Hyphomonas beringensis | S41.UPA	MER1056152	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S41A unassigned peptidases | Hyphomonas sp. L-53-1-40 | S41.UPA	MER0903620	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S41A unassigned peptidases | Hyphomonas sp. T16B2 | S41.UPA	MER1060009	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S49A unassigned peptidases | Hyphomonas sp. L-53-1-40 | S49.UPA	MER1068455	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S8A unassigned peptidases | Hyphomonas sp. L-53-1-40 | S08.UPA	MER0988467	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S9A unassigned peptidases | Hyphomonas sp. L-53-1-40 | S09.UPA	MER0996245	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S9B unassigned peptidases | Hyphomonas atlantica | S09.UPB	MER1002600	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S9B unassigned peptidases | Hyphomonas beringensis | S09.UPB	MER0999177	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S9B unassigned peptidases | Hyphomonas sp. L-53-1-40 | S09.UPB	MER1000371	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S9B unassigned peptidases | Hyphomonas sp. T16B2 | S09.UPB	MER0998654	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily T1A unassigned peptidases | Hyphomonas beringensis | T01.UPA	MER1089111	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily T1A unassigned peptidases | Hyphomonas chukchiensis | T01.UPA	MER1088461	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily T1A unassigned peptidases | Hyphomonas oceanitis | T01.UPA	MER1091591	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily T1A unassigned peptidases | Hyphomonas sp. T16B2 | T01.UPA	MER1089614	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily T1B unassigned peptidases | Hyphomonas atlantica | T01.UPB	MER1092398	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily T1B unassigned peptidases | Hyphomonas sp. BRH_c22 | T01.UPB	MER1090957	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily T1B unassigned peptidases | Hyphomonas sp. L-53-1-40 | T01.UPB	MER1094170	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraF peptidase | Hyphomonas chukchiensis | S26.014	MER1053384	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraF peptidase | Hyphomonas sp. CY54-11-8 | S26.014	MER1053444	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraF peptidase | Hyphomonas sp. T16B2 | S26.014	MER1052391	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraF peptidase | Oceanicaulis alexandrii | S26.014	MER0117536	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TraF peptidase | Parvularcula bermudensis | S26.014	MER0122690	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family A8 unassigned peptidases | Hyphomonas atlantica | A08.UPW	MER0585015	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family A8 unassigned peptidases | Hyphomonas sp. T16B2 | A08.UPW	MER0597296	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family C40 unassigned peptidases | Hyphomonas sp. L-53-1-40 | C40.UPW	MER0725080	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family C56 non-peptidase homologues | Hyphomonas sp. L-53-1-40 | C56.UNW	MER0732415	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Hyphomonas atlantica | I87.UPW	MER0793202	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Hyphomonas beringensis | I87.UPW	MER0797671	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Hyphomonas sp. CY54-11-8 | I87.UPW	MER0797219	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Hyphomonas sp. L-53-1-40 | I87.UPW	MER0802017	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family I87 unassigned peptidase inhibitors | Hyphomonas sp. T16B2 | I87.UPW	MER0798528	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family M1 unassigned peptidases | Hyphomonas sp. L-53-1-40 | M01.UPW	MER0811424	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family M16 non-peptidase homologues | Hyphomonas sp. L-53-1-40 | M16.UNW	MER0929195	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family M56 unassigned peptidases | Hyphomonas sp. L-53-1-40 | M56.UPW	MER0934797	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family M56 unassigned peptidases | Hyphomonas sp. L-53-1-40 | M56.UPW	MER0934921	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S12 unassigned peptidases | Hyphomonas atlantica | S12.UPW	MER1003407	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S12 unassigned peptidases | Hyphomonas sp. L-53-1-40 | S12.UPW	MER1008446	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S12 unassigned peptidases | Hyphomonas sp. L-53-1-40 | S12.UPW	MER1023757	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S12 unassigned peptidases | Hyphomonas sp. L-53-1-40 | S12.UPW	MER1027970	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S54 unassigned peptidases | Hyphomonas sp. L-53-1-40 | S54.UPW	MER1080313	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family S54 unassigned peptidases | Hyphomonas sp. L-53-1-40 | S54.UPW	MER1083839	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family T3 unassigned peptidases | Hyphomonas sp. L-53-1-40 | T03.UPW	MER1101048	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family T5 unassigned peptidases | Hyphomonas sp. L-53-1-40 | T05.UPW	MER1103404	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily A24A unassigned peptidases | Hyphomonas sp. L-53-1-40 | A24.UPA	MER0626246	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily A24B unassigned peptidases | Hyphomonas sp. L-53-1-40 | A24.UPB	MER0692215	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M28F unassigned peptidases | Ostreococcus tauri | M28.UPF	MER1255304	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M3A unassigned peptidases | Hyphomonas sp. L-53-1-40 | M03.UPA	MER0819266	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily M3A unassigned peptidases | Hyphomonas sp. L-53-1-40 | M03.UPA	MER0819564	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S1B non-peptidase homologues | Hyphomonas beringensis | S01.UNB	MER0960697	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S1C unassigned peptidases | Hyphomonas sp. T16B2 | S01.UPC	MER0962209	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S8A unassigned peptidases | Hyphomonas sp. L-53-1-40 | S08.UPA	MER0967762	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S9A non-peptidase homologues | Hyphomonas sp. L-53-1-40 | S09.UNA	MER0993643	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S9A non-peptidase homologues | Hyphomonas sp. L-53-1-40 | S09.UNA	MER0994491	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S9A non-peptidase homologues | Hyphomonas sp. L-53-1-40 | S09.UNA	MER0996479	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S9A unassigned peptidases | Hyphomonas sp. L-53-1-40 | S09.UPA	MER0991272	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subfamily S9A unassigned peptidases | Hyphomonas sp. L-53-1-40 | S09.UPA	MER0995717	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-terminal processing peptidase-3 |  | S41.004	MER0136717	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-terminal processing peptidase-3 | Leisingera methylohalidivorans | S41.004	MER0504461	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C-terminal processing peptidase-3 | Roseobacter sp. MED193 | S41.004	MER0060813	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
C-terminal processing peptidase-3 | Roseobacter sp. SK209-2-6 | S41.004	MER0105451	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
C-terminal processing peptidase-3 | Ruegeria sp. R11 | S41.004	MER0160619	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTP synthetase |  | C26.964	MER0449491	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
CTP synthetase | Oceanibulbus indolifex | C26.964	MER0449474	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CTP synthetase | Phaeobacter gallaeciensis | C26.964	MER0449162	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
