Scaffold_name	Bin_name	KO	Abundance
700mSIPHEX1_1_scaffold_72_c1_116	700mSIPHEX1_1	K03589	1
700mSIPHEX1_1_scaffold_72_c1_117	700mSIPHEX1_1	K03590	1
700mSIPHEX1_1_scaffold_72_c1_118	700mSIPHEX1_1	K03531	1
700mSIPHEX1_1_scaffold_72_c1_119	700mSIPHEX1_1	K02535	1
700mSIPHEX1_1_scaffold_72_c1_120	700mSIPHEX1_1	K05807	1
700mSIPHEX1_1_scaffold_72_c1_121	700mSIPHEX1_1	K03631	1
700mSIPHEX1_1_scaffold_72_c1_124	700mSIPHEX1_1	K00020	3
700mSIPHEX1_1_scaffold_72_c1_125	700mSIPHEX1_1	K05605	1
700mSIPHEX1_1_scaffold_72_c1_126	700mSIPHEX1_1	K11538	1
700mSIPHEX1_1_scaffold_72_c1_126	700mSIPHEX1_1	K00249	3
700mSIPHEX1_1_scaffold_72_c1_127	700mSIPHEX1_1	K06048	1
700mSIPHEX1_1_scaffold_72_c1_128	700mSIPHEX1_1	K00140	1
700mSIPHEX1_1_scaffold_72_c1_131	700mSIPHEX1_1	K00954	1
700mSIPHEX1_1_scaffold_72_c1_134	700mSIPHEX1_1	K19304	1
700mSIPHEX1_1_scaffold_72_c1_134	700mSIPHEX1_1	K21472	1
700mSIPHEX1_1_scaffold_72_c1_135	700mSIPHEX1_1	K21686	1
700mSIPHEX1_1_scaffold_72_c1_136	700mSIPHEX1_1	K07552	2
700mSIPHEX1_1_scaffold_72_c1_137	700mSIPHEX1_1	K09922	1
700mSIPHEX1_1_scaffold_72_c1_138	700mSIPHEX1_1	K02314	1
700mSIPHEX1_1_scaffold_72_c1_139	700mSIPHEX1_1	K00762	1
700mSIPHEX1_1_scaffold_72_c1_143	700mSIPHEX1_1	K00134	1
700mSIPHEX1_1_scaffold_72_c1_145	700mSIPHEX1_1	K02410	1
700mSIPHEX1_1_scaffold_72_c1_146	700mSIPHEX1_1	K01756	1
700mSIPHEX1_1_scaffold_72_c1_148	700mSIPHEX1_1	K07058	4
700mSIPHEX1_1_scaffold_72_c1_149	700mSIPHEX1_1	K03297	1
700mSIPHEX1_1_scaffold_72_c1_152	700mSIPHEX1_1	K07232	2
700mSIPHEX1_1_scaffold_72_c1_154	700mSIPHEX1_1	K00220	1
700mSIPHEX1_1_scaffold_72_c1_154	700mSIPHEX1_1	K04517	1
700mSIPHEX1_1_scaffold_72_c1_155	700mSIPHEX1_1	K00817	2
700mSIPHEX1_1_scaffold_72_c1_156	700mSIPHEX1_1	K02986	1
700mSIPHEX1_1_scaffold_72_c1_158	700mSIPHEX1_1	K10552	1
700mSIPHEX1_1_scaffold_72_c1_159	700mSIPHEX1_1	K10553	1
700mSIPHEX1_1_scaffold_72_c1_160	700mSIPHEX1_1	K10554	1
700mSIPHEX1_1_scaffold_72_c1_161	700mSIPHEX1_1	K07552	2
700mSIPHEX1_1_scaffold_72_c1_164	700mSIPHEX1_1	K03704	3
700mSIPHEX1_1_scaffold_72_c1_165	700mSIPHEX1_1	K01868	1
700mSIPHEX1_1_scaffold_72_c1_169	700mSIPHEX1_1	K05973	1
700mSIPHEX1_1_scaffold_72_c1_170	700mSIPHEX1_1	K03821	1
700mSIPHEX1_1_scaffold_72_c1_19	700mSIPHEX1_1	K01725	1
700mSIPHEX1_1_scaffold_72_c1_2	700mSIPHEX1_1	K02299	1
700mSIPHEX1_1_scaffold_72_c1_25	700mSIPHEX1_1	K04749	2
700mSIPHEX1_1_scaffold_72_c1_3	700mSIPHEX1_1	K02300	1
700mSIPHEX1_1_scaffold_72_c1_35	700mSIPHEX1_1	K00799	7
700mSIPHEX1_1_scaffold_72_c1_36	700mSIPHEX1_1	K07032	1
700mSIPHEX1_1_scaffold_72_c1_4	700mSIPHEX1_1	K14998	2
700mSIPHEX1_1_scaffold_72_c1_40	700mSIPHEX1_1	K03924	2
700mSIPHEX1_1_scaffold_72_c1_43	700mSIPHEX1_1	K07114	2
700mSIPHEX1_1_scaffold_72_c1_48	700mSIPHEX1_1	K22419	1
700mSIPHEX1_1_scaffold_72_c1_49	700mSIPHEX1_1	K01823	1
700mSIPHEX1_1_scaffold_72_c1_5	700mSIPHEX1_1	K15012	2
700mSIPHEX1_1_scaffold_72_c1_50	700mSIPHEX1_1	K09836	1
700mSIPHEX1_1_scaffold_72_c1_51	700mSIPHEX1_1	K15746	1
700mSIPHEX1_1_scaffold_72_c1_52	700mSIPHEX1_1	K06443	1
700mSIPHEX1_1_scaffold_72_c1_53	700mSIPHEX1_1	K10027	1
700mSIPHEX1_1_scaffold_72_c1_54	700mSIPHEX1_1	K02291	1
700mSIPHEX1_1_scaffold_72_c1_6	700mSIPHEX1_1	K15011	2
700mSIPHEX1_1_scaffold_72_c1_61	700mSIPHEX1_1	K03321	3
700mSIPHEX1_1_scaffold_72_c1_62	700mSIPHEX1_1	K01867	1
700mSIPHEX1_1_scaffold_72_c1_64	700mSIPHEX1_1	K03980	1
700mSIPHEX1_1_scaffold_72_c1_65	700mSIPHEX1_1	K00990	1
700mSIPHEX1_1_scaffold_72_c1_67	700mSIPHEX1_1	K07056	1
700mSIPHEX1_1_scaffold_72_c1_68	700mSIPHEX1_1	K07460	1
700mSIPHEX1_1_scaffold_72_c1_69	700mSIPHEX1_1	K01920	1
700mSIPHEX1_1_scaffold_72_c1_70	700mSIPHEX1_1	K07391	1
700mSIPHEX1_1_scaffold_72_c1_71	700mSIPHEX1_1	K13038	1
700mSIPHEX1_1_scaffold_72_c1_72	700mSIPHEX1_1	K04487	1
700mSIPHEX1_1_scaffold_72_c1_73	700mSIPHEX1_1	K09014	1
700mSIPHEX1_1_scaffold_72_c1_74	700mSIPHEX1_1	K09013	1
700mSIPHEX1_1_scaffold_72_c1_75	700mSIPHEX1_1	K09015	1
700mSIPHEX1_1_scaffold_72_c1_78	700mSIPHEX1_1	K11717	1
700mSIPHEX1_1_scaffold_72_c1_79	700mSIPHEX1_1	K26064	1
700mSIPHEX1_1_scaffold_72_c1_8	700mSIPHEX1_1	K01534	1
700mSIPHEX1_1_scaffold_72_c1_80	700mSIPHEX1_1	K03702	1
700mSIPHEX1_1_scaffold_72_c1_83	700mSIPHEX1_1	K03937	1
700mSIPHEX1_1_scaffold_72_c1_86	700mSIPHEX1_1	K07638	1
700mSIPHEX1_1_scaffold_72_c1_87	700mSIPHEX1_1	K01338	1
700mSIPHEX1_1_scaffold_72_c1_89	700mSIPHEX1_1	K05539	1
700mSIPHEX1_1_scaffold_72_c1_9	700mSIPHEX1_1	K16168	1
700mSIPHEX1_1_scaffold_72_c1_90	700mSIPHEX1_1	K04765	1
700mSIPHEX1_1_scaffold_72_c1_91	700mSIPHEX1_1	K01451	3
700mSIPHEX1_1_scaffold_72_c1_92	700mSIPHEX1_1	K03210	1
700mSIPHEX1_1_scaffold_72_c1_93	700mSIPHEX1_1	K03072	1
700mSIPHEX1_1_scaffold_72_c1_94	700mSIPHEX1_1	K03074	1
700mSIPHEX1_1_scaffold_72_c1_96	700mSIPHEX1_1	K02193	1
700mSIPHEX1_1_scaffold_72_c1_97	700mSIPHEX1_1	K02194	1
700mSIPHEX1_1_scaffold_72_c1_98	700mSIPHEX1_1	K02195	1
700mSIPHEX1_1_scaffold_72_c1_99	700mSIPHEX1_1	K02196	1
700mSIPHEX1_1_scaffold_75_c1_10	700mSIPHEX1_1	K12340	1
700mSIPHEX1_1_scaffold_75_c1_100	700mSIPHEX1_1	K10804	2
700mSIPHEX1_1_scaffold_75_c1_101	700mSIPHEX1_1	K02003	2
700mSIPHEX1_1_scaffold_75_c1_104	700mSIPHEX1_1	K05564	1
700mSIPHEX1_1_scaffold_75_c1_105	700mSIPHEX1_1	K05563	1
700mSIPHEX1_1_scaffold_75_c1_106	700mSIPHEX1_1	K05562	1
700mSIPHEX1_1_scaffold_75_c1_107	700mSIPHEX1_1	K05561	1
700mSIPHEX1_1_scaffold_75_c1_108	700mSIPHEX1_1	K05560	1
700mSIPHEX1_1_scaffold_75_c1_109	700mSIPHEX1_1	K05559	1
700mSIPHEX1_1_scaffold_75_c1_109	700mSIPHEX1_1	K05565	2
700mSIPHEX1_1_scaffold_75_c1_109	700mSIPHEX1_1	K05566	2
700mSIPHEX1_1_scaffold_75_c1_111	700mSIPHEX1_1	K07649	2
700mSIPHEX1_1_scaffold_75_c1_112	700mSIPHEX1_1	K07774	1
700mSIPHEX1_1_scaffold_75_c1_114	700mSIPHEX1_1	K07795	5
700mSIPHEX1_1_scaffold_75_c1_115	700mSIPHEX1_1	K07794	3
700mSIPHEX1_1_scaffold_75_c1_116	700mSIPHEX1_1	K07793	4
700mSIPHEX1_1_scaffold_75_c1_118	700mSIPHEX1_1	K03699	2
700mSIPHEX1_1_scaffold_75_c1_12	700mSIPHEX1_1	K06194	1
700mSIPHEX1_1_scaffold_75_c1_120	700mSIPHEX1_1	K01406	9
700mSIPHEX1_1_scaffold_75_c1_121	700mSIPHEX1_1	K02017	1
700mSIPHEX1_1_scaffold_75_c1_122	700mSIPHEX1_1	K02018	1
700mSIPHEX1_1_scaffold_75_c1_123	700mSIPHEX1_1	K02020	1
700mSIPHEX1_1_scaffold_75_c1_125	700mSIPHEX1_1	K02426	1
700mSIPHEX1_1_scaffold_75_c1_126	700mSIPHEX1_1	K00566	1
700mSIPHEX1_1_scaffold_75_c1_128	700mSIPHEX1_1	K13584	1
700mSIPHEX1_1_scaffold_75_c1_129	700mSIPHEX1_1	K01972	1
700mSIPHEX1_1_scaffold_75_c1_13	700mSIPHEX1_1	K00573	2
700mSIPHEX1_1_scaffold_75_c1_130	700mSIPHEX1_1	K03655	1
700mSIPHEX1_1_scaffold_75_c1_133	700mSIPHEX1_1	K01496	1
700mSIPHEX1_1_scaffold_75_c1_135	700mSIPHEX1_1	K04094	1
700mSIPHEX1_1_scaffold_75_c1_136	700mSIPHEX1_1	K02897	1
700mSIPHEX1_1_scaffold_75_c1_138	700mSIPHEX1_1	K00101	1
700mSIPHEX1_1_scaffold_75_c1_14	700mSIPHEX1_1	K03787	1
700mSIPHEX1_1_scaffold_75_c1_141	700mSIPHEX1_1	K02316	1
700mSIPHEX1_1_scaffold_75_c1_142	700mSIPHEX1_1	K03086	1
700mSIPHEX1_1_scaffold_75_c1_142	700mSIPHEX1_1	K03093	1
700mSIPHEX1_1_scaffold_75_c1_144	700mSIPHEX1_1	K09760	1
700mSIPHEX1_1_scaffold_75_c1_147	700mSIPHEX1_1	K07738	1
700mSIPHEX1_1_scaffold_75_c1_148	700mSIPHEX1_1	K11752	1
700mSIPHEX1_1_scaffold_75_c1_149	700mSIPHEX1_1	K07266	1
700mSIPHEX1_1_scaffold_75_c1_15	700mSIPHEX1_1	K07090	4
700mSIPHEX1_1_scaffold_75_c1_150	700mSIPHEX1_1	K01991	1
700mSIPHEX1_1_scaffold_75_c1_151	700mSIPHEX1_1	K07265	1
700mSIPHEX1_1_scaffold_75_c1_152	700mSIPHEX1_1	K00793	1
700mSIPHEX1_1_scaffold_75_c1_153	700mSIPHEX1_1	K14652	1
700mSIPHEX1_1_scaffold_75_c1_154	700mSIPHEX1_1	K00794	2
700mSIPHEX1_1_scaffold_75_c1_155	700mSIPHEX1_1	K03625	1
700mSIPHEX1_1_scaffold_75_c1_156	700mSIPHEX1_1	K07283	1
700mSIPHEX1_1_scaffold_75_c1_17	700mSIPHEX1_1	K08691	1
700mSIPHEX1_1_scaffold_75_c1_17	700mSIPHEX1_1	K01644	2
700mSIPHEX1_1_scaffold_75_c1_18	700mSIPHEX1_1	K00824	1
700mSIPHEX1_1_scaffold_75_c1_20	700mSIPHEX1_1	K00873	1
700mSIPHEX1_1_scaffold_75_c1_22	700mSIPHEX1_1	K02916	1
700mSIPHEX1_1_scaffold_75_c1_23	700mSIPHEX1_1	K02887	1
700mSIPHEX1_1_scaffold_75_c1_25	700mSIPHEX1_1	K06895	1
700mSIPHEX1_1_scaffold_75_c1_26	700mSIPHEX1_1	K05596	1
700mSIPHEX1_1_scaffold_75_c1_28	700mSIPHEX1_1	K03310	2
700mSIPHEX1_1_scaffold_75_c1_29	700mSIPHEX1_1	K01889	1
700mSIPHEX1_1_scaffold_75_c1_3	700mSIPHEX1_1	K03669	1
700mSIPHEX1_1_scaffold_75_c1_33	700mSIPHEX1_1	K01890	1
700mSIPHEX1_1_scaffold_75_c1_34	700mSIPHEX1_1	K01119	2
700mSIPHEX1_1_scaffold_75_c1_36	700mSIPHEX1_1	K04518	1
700mSIPHEX1_1_scaffold_75_c1_37	700mSIPHEX1_1	K08738	2
700mSIPHEX1_1_scaffold_75_c1_38	700mSIPHEX1_1	K13893	1
700mSIPHEX1_1_scaffold_75_c1_39	700mSIPHEX1_1	K13894	1
700mSIPHEX1_1_scaffold_75_c1_39	700mSIPHEX1_1	K02033	9
700mSIPHEX1_1_scaffold_75_c1_4	700mSIPHEX1_1	K03670	1
700mSIPHEX1_1_scaffold_75_c1_40	700mSIPHEX1_1	K13895	1
700mSIPHEX1_1_scaffold_75_c1_40	700mSIPHEX1_1	K02034	9
700mSIPHEX1_1_scaffold_75_c1_41	700mSIPHEX1_1	K13896	1
700mSIPHEX1_1_scaffold_75_c1_41	700mSIPHEX1_1	K02031	9
700mSIPHEX1_1_scaffold_75_c1_43	700mSIPHEX1_1	K01883	1
700mSIPHEX1_1_scaffold_75_c1_45	700mSIPHEX1_1	K11071	2
700mSIPHEX1_1_scaffold_75_c1_45	700mSIPHEX1_1	K02054	2
700mSIPHEX1_1_scaffold_75_c1_46	700mSIPHEX1_1	K11070	1
700mSIPHEX1_1_scaffold_75_c1_5	700mSIPHEX1_1	K08484	1
700mSIPHEX1_1_scaffold_75_c1_51	700mSIPHEX1_1	K03975	2
700mSIPHEX1_1_scaffold_75_c1_52	700mSIPHEX1_1	K09989	1
700mSIPHEX1_1_scaffold_75_c1_56	700mSIPHEX1_1	K11606	1
700mSIPHEX1_1_scaffold_75_c1_57	700mSIPHEX1_1	K11605	1
700mSIPHEX1_1_scaffold_75_c1_58	700mSIPHEX1_1	K11607	1
700mSIPHEX1_1_scaffold_75_c1_58	700mSIPHEX1_1	K02013	7
700mSIPHEX1_1_scaffold_75_c1_6	700mSIPHEX1_1	K00928	1
700mSIPHEX1_1_scaffold_75_c1_66	700mSIPHEX1_1	K06158	1
700mSIPHEX1_1_scaffold_75_c1_67	700mSIPHEX1_1	K07274	1
700mSIPHEX1_1_scaffold_75_c1_68	700mSIPHEX1_1	K01999	2
700mSIPHEX1_1_scaffold_75_c1_69	700mSIPHEX1_1	K01997	5
700mSIPHEX1_1_scaffold_75_c1_70	700mSIPHEX1_1	K01998	3
700mSIPHEX1_1_scaffold_75_c1_71	700mSIPHEX1_1	K01995	4
700mSIPHEX1_1_scaffold_75_c1_72	700mSIPHEX1_1	K01996	4
700mSIPHEX1_1_scaffold_75_c1_74	700mSIPHEX1_1	K01406	9
700mSIPHEX1_1_scaffold_75_c1_75	700mSIPHEX1_1	K07112	4
700mSIPHEX1_1_scaffold_75_c1_77	700mSIPHEX1_1	K01803	2
700mSIPHEX1_1_scaffold_75_c1_78	700mSIPHEX1_1	K13628	1
700mSIPHEX1_1_scaffold_75_c1_8	700mSIPHEX1_1	K02527	2
700mSIPHEX1_1_scaffold_75_c1_80	700mSIPHEX1_1	K00773	1
700mSIPHEX1_1_scaffold_75_c1_81	700mSIPHEX1_1	K00794	2
700mSIPHEX1_1_scaffold_75_c1_82	700mSIPHEX1_1	K00111	3
700mSIPHEX1_1_scaffold_75_c1_83	700mSIPHEX1_1	K00880	1
700mSIPHEX1_1_scaffold_75_c1_85	700mSIPHEX1_1	K17202	1
700mSIPHEX1_1_scaffold_75_c1_85	700mSIPHEX1_1	K10439	6
700mSIPHEX1_1_scaffold_75_c1_86	700mSIPHEX1_1	K17203	1
700mSIPHEX1_1_scaffold_75_c1_86	700mSIPHEX1_1	K10440	6
700mSIPHEX1_1_scaffold_75_c1_86	700mSIPHEX1_1	K02057	6
700mSIPHEX1_1_scaffold_75_c1_87	700mSIPHEX1_1	K17204	1
700mSIPHEX1_1_scaffold_75_c1_89	700mSIPHEX1_1	K00862	1
700mSIPHEX1_1_scaffold_75_c1_9	700mSIPHEX1_1	K00573	2
700mSIPHEX1_1_scaffold_75_c1_90	700mSIPHEX1_1	K21054	1
700mSIPHEX1_1_scaffold_75_c1_90	700mSIPHEX1_1	K00111	3
700mSIPHEX1_1_scaffold_75_c1_91	700mSIPHEX1_1	K21909	1
700mSIPHEX1_1_scaffold_75_c1_94	700mSIPHEX1_1	K00615	2
700mSIPHEX1_1_scaffold_75_c1_96	700mSIPHEX1_1	K21910	1
700mSIPHEX1_1_scaffold_75_c1_96	700mSIPHEX1_1	K01803	2
700mSIPHEX1_1_scaffold_75_c1_97	700mSIPHEX1_1	K21911	1
700mSIPHEX1_1_scaffold_75_c1_98	700mSIPHEX1_1	K03841	1
700mSIPHEX1_1_scaffold_75_c1_99	700mSIPHEX1_1	K01624	1
700mSIPHEX1_1_scaffold_91_c1_1	700mSIPHEX1_1	K17247	1
700mSIPHEX1_1_scaffold_91_c1_10	700mSIPHEX1_1	K03303	1
700mSIPHEX1_1_scaffold_91_c1_101	700mSIPHEX1_1	K01784	1
700mSIPHEX1_1_scaffold_91_c1_103	700mSIPHEX1_1	K00979	1
700mSIPHEX1_1_scaffold_91_c1_104	700mSIPHEX1_1	K01082	1
700mSIPHEX1_1_scaffold_91_c1_106	700mSIPHEX1_1	K04043	1
700mSIPHEX1_1_scaffold_91_c1_107	700mSIPHEX1_1	K03686	1
700mSIPHEX1_1_scaffold_91_c1_108	700mSIPHEX1_1	K03630	2
700mSIPHEX1_1_scaffold_91_c1_109	700mSIPHEX1_1	K00411	1
700mSIPHEX1_1_scaffold_91_c1_11	700mSIPHEX1_1	K00626	5
700mSIPHEX1_1_scaffold_91_c1_110	700mSIPHEX1_1	K00412	1
700mSIPHEX1_1_scaffold_91_c1_111	700mSIPHEX1_1	K00413	1
700mSIPHEX1_1_scaffold_91_c1_112	700mSIPHEX1_1	K00852	2
700mSIPHEX1_1_scaffold_91_c1_113	700mSIPHEX1_1	K01736	1
700mSIPHEX1_1_scaffold_91_c1_114	700mSIPHEX1_1	K03555	1
700mSIPHEX1_1_scaffold_91_c1_115	700mSIPHEX1_1	K02064	1
700mSIPHEX1_1_scaffold_91_c1_116	700mSIPHEX1_1	K02063	1
700mSIPHEX1_1_scaffold_91_c1_119	700mSIPHEX1_1	K00426	2
700mSIPHEX1_1_scaffold_91_c1_12	700mSIPHEX1_1	K02019	1
700mSIPHEX1_1_scaffold_91_c1_120	700mSIPHEX1_1	K00425	2
700mSIPHEX1_1_scaffold_91_c1_123	700mSIPHEX1_1	K17850	1
700mSIPHEX1_1_scaffold_91_c1_123	700mSIPHEX1_1	K03566	3
700mSIPHEX1_1_scaffold_91_c1_124	700mSIPHEX1_1	K01467	1
700mSIPHEX1_1_scaffold_91_c1_126	700mSIPHEX1_1	K07080	5
700mSIPHEX1_1_scaffold_91_c1_127	700mSIPHEX1_1	K10126	1
700mSIPHEX1_1_scaffold_91_c1_128	700mSIPHEX1_1	K10125	3
700mSIPHEX1_1_scaffold_91_c1_14	700mSIPHEX1_1	K00799	7
700mSIPHEX1_1_scaffold_91_c1_16	700mSIPHEX1_1	K02340	1
700mSIPHEX1_1_scaffold_91_c1_17	700mSIPHEX1_1	K03643	1
700mSIPHEX1_1_scaffold_91_c1_18	700mSIPHEX1_1	K01869	1
700mSIPHEX1_1_scaffold_91_c1_2	700mSIPHEX1_1	K07147	1
700mSIPHEX1_1_scaffold_91_c1_20	700mSIPHEX1_1	K08720	1
700mSIPHEX1_1_scaffold_91_c1_21	700mSIPHEX1_1	K06997	1
700mSIPHEX1_1_scaffold_91_c1_23	700mSIPHEX1_1	K01497	2
700mSIPHEX1_1_scaffold_91_c1_25	700mSIPHEX1_1	K07393	1
700mSIPHEX1_1_scaffold_91_c1_26	700mSIPHEX1_1	K08369	1
700mSIPHEX1_1_scaffold_91_c1_27	700mSIPHEX1_1	K01142	2
700mSIPHEX1_1_scaffold_91_c1_28	700mSIPHEX1_1	K03315	1
700mSIPHEX1_1_scaffold_91_c1_29	700mSIPHEX1_1	K05838	1
700mSIPHEX1_1_scaffold_91_c1_29	700mSIPHEX1_1	K03671	2
700mSIPHEX1_1_scaffold_91_c1_3	700mSIPHEX1_1	K03654	1
700mSIPHEX1_1_scaffold_91_c1_30	700mSIPHEX1_1	K07157	1
700mSIPHEX1_1_scaffold_91_c1_31	700mSIPHEX1_1	K09791	1
700mSIPHEX1_1_scaffold_91_c1_34	700mSIPHEX1_1	K03466	1
700mSIPHEX1_1_scaffold_91_c1_36	700mSIPHEX1_1	K01426	4
700mSIPHEX1_1_scaffold_91_c1_38	700mSIPHEX1_1	K03500	2
700mSIPHEX1_1_scaffold_91_c1_4	700mSIPHEX1_1	K02221	1
700mSIPHEX1_1_scaffold_91_c1_40	700mSIPHEX1_1	K00602	1
700mSIPHEX1_1_scaffold_91_c1_41	700mSIPHEX1_1	K03101	1
700mSIPHEX1_1_scaffold_91_c1_44	700mSIPHEX1_1	K07263	2
700mSIPHEX1_1_scaffold_91_c1_46	700mSIPHEX1_1	K03572	1
700mSIPHEX1_1_scaffold_91_c1_48	700mSIPHEX1_1	K21430	1
700mSIPHEX1_1_scaffold_91_c1_49	700mSIPHEX1_1	K00290	2
700mSIPHEX1_1_scaffold_91_c1_51	700mSIPHEX1_1	K06177	1
700mSIPHEX1_1_scaffold_91_c1_53	700mSIPHEX1_1	K08968	1
700mSIPHEX1_1_scaffold_91_c1_54	700mSIPHEX1_1	K07675	1
700mSIPHEX1_1_scaffold_91_c1_57	700mSIPHEX1_1	K04085	1
700mSIPHEX1_1_scaffold_91_c1_58	700mSIPHEX1_1	K22737	1
700mSIPHEX1_1_scaffold_91_c1_59	700mSIPHEX1_1	K13936	2
700mSIPHEX1_1_scaffold_91_c1_6	700mSIPHEX1_1	K06902	1
700mSIPHEX1_1_scaffold_91_c1_60	700mSIPHEX1_1	K00823	1
700mSIPHEX1_1_scaffold_91_c1_61	700mSIPHEX1_1	K20036	1
700mSIPHEX1_1_scaffold_91_c1_63	700mSIPHEX1_1	K09768	1
700mSIPHEX1_1_scaffold_91_c1_64	700mSIPHEX1_1	K00674	1
700mSIPHEX1_1_scaffold_91_c1_66	700mSIPHEX1_1	K06949	1
700mSIPHEX1_1_scaffold_91_c1_67	700mSIPHEX1_1	K06941	1
700mSIPHEX1_1_scaffold_91_c1_7	700mSIPHEX1_1	K07261	1
700mSIPHEX1_1_scaffold_91_c1_70	700mSIPHEX1_1	K07090	4
700mSIPHEX1_1_scaffold_91_c1_71	700mSIPHEX1_1	K01079	1
700mSIPHEX1_1_scaffold_91_c1_72	700mSIPHEX1_1	K00831	1
700mSIPHEX1_1_scaffold_91_c1_73	700mSIPHEX1_1	K00058	2
700mSIPHEX1_1_scaffold_91_c1_74	700mSIPHEX1_1	K07313	1
700mSIPHEX1_1_scaffold_91_c1_75	700mSIPHEX1_1	K05805	1
700mSIPHEX1_1_scaffold_91_c1_76	700mSIPHEX1_1	K11940	1
700mSIPHEX1_1_scaffold_91_c1_77	700mSIPHEX1_1	K04757	1
700mSIPHEX1_1_scaffold_91_c1_78	700mSIPHEX1_1	K04749	2
700mSIPHEX1_1_scaffold_91_c1_79	700mSIPHEX1_1	K00626	5
700mSIPHEX1_1_scaffold_91_c1_83	700mSIPHEX1_1	K01119	2
700mSIPHEX1_1_scaffold_91_c1_84	700mSIPHEX1_1	K07395	1
700mSIPHEX1_1_scaffold_91_c1_85	700mSIPHEX1_1	K00027	1
700mSIPHEX1_1_scaffold_91_c1_85	700mSIPHEX1_1	K00029	1
700mSIPHEX1_1_scaffold_91_c1_86	700mSIPHEX1_1	K07146	1
700mSIPHEX1_1_scaffold_91_c1_87	700mSIPHEX1_1	K14445	1
700mSIPHEX1_1_scaffold_91_c1_88	700mSIPHEX1_1	K08281	1
700mSIPHEX1_1_scaffold_91_c1_89	700mSIPHEX1_1	K00763	1
700mSIPHEX1_1_scaffold_91_c1_9	700mSIPHEX1_1	K09125	1
700mSIPHEX1_1_scaffold_91_c1_92	700mSIPHEX1_1	K15034	1
700mSIPHEX1_1_scaffold_91_c1_96	700mSIPHEX1_1	K01840	1
700mSIPHEX1_1_scaffold_933_c1_3	700mSIPHEX1_1	K07048	1
700mSIPHEX1_1_scaffold_933_c1_4	700mSIPHEX1_1	K10440	6
700mSIPHEX1_1_scaffold_933_c1_9	700mSIPHEX1_1	K07058	4
700mSIPHEX1_1_scaffold_94_c1_128	700mSIPHEX1_1	K22479	1
700mSIPHEX1_1_scaffold_94_c1_13	700mSIPHEX1_1	K00239	1
700mSIPHEX1_1_scaffold_94_c1_130	700mSIPHEX1_1	K03281	1
700mSIPHEX1_1_scaffold_94_c1_132	700mSIPHEX1_1	K02051	2
700mSIPHEX1_1_scaffold_94_c1_133	700mSIPHEX1_1	K02050	5
700mSIPHEX1_1_scaffold_94_c1_137	700mSIPHEX1_1	K01485	2
700mSIPHEX1_1_scaffold_94_c1_139	700mSIPHEX1_1	K19592	1
700mSIPHEX1_1_scaffold_94_c1_139	700mSIPHEX1_1	K19591	1
700mSIPHEX1_1_scaffold_94_c1_143	700mSIPHEX1_1	K05296	1
700mSIPHEX1_1_scaffold_94_c1_144	700mSIPHEX1_1	K24160	1
700mSIPHEX1_1_scaffold_94_c1_146	700mSIPHEX1_1	K07080	5
700mSIPHEX1_1_scaffold_94_c1_15	700mSIPHEX1_1	K00241	1
700mSIPHEX1_1_scaffold_94_c1_16	700mSIPHEX1_1	K14449	1
700mSIPHEX1_1_scaffold_94_c1_19	700mSIPHEX1_1	K14451	1
700mSIPHEX1_1_scaffold_94_c1_19	700mSIPHEX1_1	K01644	2
700mSIPHEX1_1_scaffold_94_c1_2	700mSIPHEX1_1	K02427	1
700mSIPHEX1_1_scaffold_94_c1_20	700mSIPHEX1_1	K07090	4
700mSIPHEX1_1_scaffold_94_c1_21	700mSIPHEX1_1	K00024	1
700mSIPHEX1_1_scaffold_94_c1_23	700mSIPHEX1_1	K01903	1
700mSIPHEX1_1_scaffold_94_c1_24	700mSIPHEX1_1	K01902	1
700mSIPHEX1_1_scaffold_94_c1_26	700mSIPHEX1_1	K00164	1
700mSIPHEX1_1_scaffold_94_c1_27	700mSIPHEX1_1	K00658	1
700mSIPHEX1_1_scaffold_94_c1_3	700mSIPHEX1_1	K01524	2
700mSIPHEX1_1_scaffold_94_c1_30	700mSIPHEX1_1	K00382	2
700mSIPHEX1_1_scaffold_94_c1_32	700mSIPHEX1_1	K08309	2
700mSIPHEX1_1_scaffold_94_c1_33	700mSIPHEX1_1	K03111	1
700mSIPHEX1_1_scaffold_94_c1_35	700mSIPHEX1_1	K01735	1
700mSIPHEX1_1_scaffold_94_c1_36	700mSIPHEX1_1	K00891	1
700mSIPHEX1_1_scaffold_94_c1_39	700mSIPHEX1_1	K04763	1
700mSIPHEX1_1_scaffold_94_c1_4	700mSIPHEX1_1	K03498	3
700mSIPHEX1_1_scaffold_94_c1_40	700mSIPHEX1_1	K03699	2
700mSIPHEX1_1_scaffold_94_c1_41	700mSIPHEX1_1	K00615	2
700mSIPHEX1_1_scaffold_94_c1_42	700mSIPHEX1_1	K15270	5
700mSIPHEX1_1_scaffold_94_c1_43	700mSIPHEX1_1	K02517	1
700mSIPHEX1_1_scaffold_94_c1_44	700mSIPHEX1_1	K01626	1
700mSIPHEX1_1_scaffold_94_c1_45	700mSIPHEX1_1	K21826	1
700mSIPHEX1_1_scaffold_94_c1_47	700mSIPHEX1_1	K03110	1
700mSIPHEX1_1_scaffold_94_c1_48	700mSIPHEX1_1	K01810	1
