Scaffold_name	Bin_name	Pfam	domain_name	Abundance
5mSIPHEX1_9_scaffold_3622_c1_1	5mSIPHEX1_9	PF07695	7TM diverse intracellular signalling	4
5mSIPHEX1_9_scaffold_3622_c1_1	5mSIPHEX1_9	PF07696	7TMR-DISM extracellular 2	3
5mSIPHEX1_9_scaffold_814_c1_4	5mSIPHEX1_9	PF00595	PDZ domain	2
5mSIPHEX1_9_scaffold_814_c1_4	5mSIPHEX1_9	PF14684	Tricorn protease C1 domain	2
5mSIPHEX1_9_scaffold_814_c1_4	5mSIPHEX1_9	PF03572	Peptidase family S41	3
5mSIPHEX1_9_scaffold_814_c1_4	5mSIPHEX1_9	PF07676	WD40-like Beta Propeller Repeat	8
5mSIPHEX1_9_scaffold_1871_c1_5	5mSIPHEX1_9	PF00266	Aminotransferase class-V	4
5mSIPHEX1_9_scaffold_5751_c1_3	5mSIPHEX1_9	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	11
5mSIPHEX1_9_scaffold_5751_c1_3	5mSIPHEX1_9	PF03466	LysR substrate binding domain	12
5mSIPHEX1_9_scaffold_2029_c1_1	5mSIPHEX1_9	PF13654	LonB-like, AAA domain	1
5mSIPHEX1_9_scaffold_2029_c1_1	5mSIPHEX1_9	PF05362	Lon protease (S16) C-terminal proteolytic domain	1
5mSIPHEX1_9_scaffold_2029_c1_1	5mSIPHEX1_9	PF20436	Archaeal LonB, AAA+ ATPase LID domain	1
5mSIPHEX1_9_scaffold_2629_c1_3	5mSIPHEX1_9	PF03702	Anhydro-N-acetylmuramic acid kinase	1
5mSIPHEX1_9_scaffold_4326_c2_1	5mSIPHEX1_9	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	29
5mSIPHEX1_9_scaffold_4326_c2_1	5mSIPHEX1_9	PF00512	His Kinase A (phospho-acceptor) domain	22
5mSIPHEX1_9_scaffold_580_c1_1	5mSIPHEX1_9	PF02875	Mur ligase family, glutamate ligase domain	7
5mSIPHEX1_9_scaffold_580_c1_1	5mSIPHEX1_9	PF08245	Mur ligase middle domain	8
5mSIPHEX1_9_scaffold_1079_c1_6	5mSIPHEX1_9	PF07063	Domain of unknown function (DUF1338), C-terminal	1
5mSIPHEX1_9_scaffold_1079_c1_6	5mSIPHEX1_9	PF21723	Domain of unknown function (DUF1338), N-terminal	1
5mSIPHEX1_9_scaffold_1560_c2_5	5mSIPHEX1_9	PF13181	Tetratricopeptide repeat	5
5mSIPHEX1_9_scaffold_1560_c2_5	5mSIPHEX1_9	PF13432	Tetratricopeptide repeat	8
5mSIPHEX1_9_scaffold_449_c1_12	5mSIPHEX1_9	PF07963	Prokaryotic N-terminal methylation motif	17
5mSIPHEX1_9_scaffold_631_c1_7	5mSIPHEX1_9	PF00265	Thymidine kinase	1
5mSIPHEX1_9_scaffold_832_c1_20	5mSIPHEX1_9	PF08032	RNA 2'-O ribose methyltransferase substrate binding	2
5mSIPHEX1_9_scaffold_832_c1_20	5mSIPHEX1_9	PF00588	SpoU rRNA Methylase family	7
5mSIPHEX1_9_scaffold_1765_c1_6	5mSIPHEX1_9	PF07660	Secretin and TonB N terminus short domain	1
5mSIPHEX1_9_scaffold_1765_c1_6	5mSIPHEX1_9	PF03958	Bacterial type II/III secretion system short domain	2
5mSIPHEX1_9_scaffold_1765_c1_6	5mSIPHEX1_9	PF11741	AMIN domain	2
5mSIPHEX1_9_scaffold_1765_c1_6	5mSIPHEX1_9	PF00263	Bacterial type II and III secretion system protein	4
5mSIPHEX1_9_scaffold_3298_c1_4	5mSIPHEX1_9	PF11845	Protein of unknown function (DUF3365)	1
5mSIPHEX1_9_scaffold_674_c1_5	5mSIPHEX1_9	PF03150	Di-haem cytochrome c peroxidase	1
5mSIPHEX1_9_scaffold_834_c1_15	5mSIPHEX1_9	PF02810	SEC-C motif	3
5mSIPHEX1_9_scaffold_834_c1_15	5mSIPHEX1_9	PF06167	Glucose-regulated metallo-peptidase M90	1
5mSIPHEX1_9_scaffold_713_c1_7	5mSIPHEX1_9	PF07715	TonB-dependent Receptor Plug Domain	23
5mSIPHEX1_9_scaffold_713_c1_7	5mSIPHEX1_9	PF00593	TonB dependent receptor	17
5mSIPHEX1_9_scaffold_592_c1_4	5mSIPHEX1_9	PF00905	Penicillin binding protein transpeptidase domain	5
5mSIPHEX1_9_scaffold_592_c1_4	5mSIPHEX1_9	PF06832	Penicillin-Binding Protein C-terminus Family	1
5mSIPHEX1_9_scaffold_592_c1_4	5mSIPHEX1_9	PF00912	Transglycosylase	4
5mSIPHEX1_9_scaffold_734_c2_2	5mSIPHEX1_9	PF00072	Response regulator receiver domain	52
5mSIPHEX1_9_scaffold_1589_c1_3	5mSIPHEX1_9	PF00920	Dehydratase family	2
5mSIPHEX1_9_scaffold_2029_c1_4	5mSIPHEX1_9	PF00004	ATPase family associated with various cellular activities (AAA)	6
5mSIPHEX1_9_scaffold_2029_c1_4	5mSIPHEX1_9	PF01434	Peptidase family M41	1
5mSIPHEX1_9_scaffold_2029_c1_4	5mSIPHEX1_9	PF17862	AAA+ lid domain	1
5mSIPHEX1_9_scaffold_2029_c1_4	5mSIPHEX1_9	PF06480	FtsH Extracellular	1
5mSIPHEX1_9_scaffold_5946_c1_3	5mSIPHEX1_9	PF00440	Bacterial regulatory proteins, tetR family	4
5mSIPHEX1_9_scaffold_5946_c1_3	5mSIPHEX1_9	PF14246	AefR-like transcriptional repressor, C-terminal domain	2
5mSIPHEX1_9_scaffold_689_c1_5	5mSIPHEX1_9	PF00072	Response regulator receiver domain	52
5mSIPHEX1_9_scaffold_689_c1_5	5mSIPHEX1_9	PF00486	Transcriptional regulatory protein, C terminal	11
5mSIPHEX1_9_scaffold_3215_c1_2	5mSIPHEX1_9	PF12158	Protein of unknown function (DUF3592)	1
5mSIPHEX1_9_scaffold_785_c2_1	5mSIPHEX1_9	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain	6
5mSIPHEX1_9_scaffold_1025_c1_6	5mSIPHEX1_9	PF07729	FCD domain	5
5mSIPHEX1_9_scaffold_1025_c1_6	5mSIPHEX1_9	PF00392	Bacterial regulatory proteins, gntR family	8
5mSIPHEX1_9_scaffold_4342_c1_2	5mSIPHEX1_9	PF10509	Galactokinase galactose-binding signature	1
5mSIPHEX1_9_scaffold_4342_c1_2	5mSIPHEX1_9	PF08544	GHMP kinases C terminal	2
5mSIPHEX1_9_scaffold_4342_c1_2	5mSIPHEX1_9	PF00288	GHMP kinases N terminal domain	2
5mSIPHEX1_9_scaffold_1025_c1_1	5mSIPHEX1_9	PF02065	Melibiase	2
5mSIPHEX1_9_scaffold_1025_c1_1	5mSIPHEX1_9	PF16874	Glycosyl hydrolase family 36 C-terminal domain	1
5mSIPHEX1_9_scaffold_1589_c1_2	5mSIPHEX1_9	PF01182	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase	1
5mSIPHEX1_9_scaffold_1784_c1_2	5mSIPHEX1_9	PF06144	DNA polymerase III, delta subunit	1
5mSIPHEX1_9_scaffold_1784_c1_2	5mSIPHEX1_9	PF14840	Processivity clamp loader gamma complex DNA pol III C-term	1
5mSIPHEX1_9_scaffold_635_c1_10	5mSIPHEX1_9	PF01192	RNA polymerase Rpb6	1
5mSIPHEX1_9_scaffold_1163_c1_1	5mSIPHEX1_9	PF02789	Cytosol aminopeptidase family, N-terminal domain	2
5mSIPHEX1_9_scaffold_478_c2_14	5mSIPHEX1_9	PF00005	ABC transporter	20
5mSIPHEX1_9_scaffold_1163_c1_4	5mSIPHEX1_9	PF06271	RDD family	2
5mSIPHEX1_9_scaffold_2901_c1_2	5mSIPHEX1_9	PF00072	Response regulator receiver domain	52
5mSIPHEX1_9_scaffold_2901_c1_2	5mSIPHEX1_9	PF00486	Transcriptional regulatory protein, C terminal	11
5mSIPHEX1_9_scaffold_3714_c1_2	5mSIPHEX1_9	PF00873	AcrB/AcrD/AcrF family	26
5mSIPHEX1_9_scaffold_631_c1_13	5mSIPHEX1_9	PF11954	Domain of unknown function (DUF3471)	1
5mSIPHEX1_9_scaffold_631_c1_13	5mSIPHEX1_9	PF00144	Beta-lactamase	9
5mSIPHEX1_9_scaffold_814_c1_2	5mSIPHEX1_9	PF00575	S1 RNA binding domain	4
5mSIPHEX1_9_scaffold_814_c1_2	5mSIPHEX1_9	PF16921	Tex protein YqgF-like domain	1
5mSIPHEX1_9_scaffold_814_c1_2	5mSIPHEX1_9	PF12836	Helix-hairpin-helix motif	2
5mSIPHEX1_9_scaffold_814_c1_2	5mSIPHEX1_9	PF17674	HHH domain	1
5mSIPHEX1_9_scaffold_814_c1_2	5mSIPHEX1_9	PF09371	Tex-like protein N-terminal domain	1
5mSIPHEX1_9_scaffold_1380_c1_5	5mSIPHEX1_9	PF01322	Cytochrome C'	1
5mSIPHEX1_9_scaffold_1297_c1_7	5mSIPHEX1_9	PF03102	NeuB family	1
5mSIPHEX1_9_scaffold_1297_c1_7	5mSIPHEX1_9	PF08666	SAF domain	1
5mSIPHEX1_9_scaffold_1703_c1_4	5mSIPHEX1_9	PF01274	Malate synthase, TIM barrel domain	1
5mSIPHEX1_9_scaffold_1703_c1_4	5mSIPHEX1_9	PF20659	Malate synthase, C-terminal	1
5mSIPHEX1_9_scaffold_1703_c1_4	5mSIPHEX1_9	PF20658	Malate synthase G, alpha-beta insertion domain	1
5mSIPHEX1_9_scaffold_1703_c1_4	5mSIPHEX1_9	PF20656	Malate synthase, N-terminal domain	1
5mSIPHEX1_9_scaffold_2003_c1_4	5mSIPHEX1_9	PF00278	Pyridoxal-dependent decarboxylase, C-terminal sheet domain	1
5mSIPHEX1_9_scaffold_2003_c1_4	5mSIPHEX1_9	PF02784	Pyridoxal-dependent decarboxylase, pyridoxal binding domain	2
5mSIPHEX1_9_scaffold_873_c1_8	5mSIPHEX1_9	PF16113	Enoyl-CoA hydratase/isomerase	1
5mSIPHEX1_9_scaffold_1851_c2_3	5mSIPHEX1_9	PF03937	Flavinator of succinate dehydrogenase	1
5mSIPHEX1_9_scaffold_1350_c1_6	5mSIPHEX1_9	PF06097	Bacterial protein of unknown function (DUF945)	1
5mSIPHEX1_9_scaffold_2530_c1_2	5mSIPHEX1_9	PF01476	LysM domain	5
5mSIPHEX1_9_scaffold_2530_c1_2	5mSIPHEX1_9	PF01551	Peptidase family M23	4
5mSIPHEX1_9_scaffold_4861_c1_1	5mSIPHEX1_9	PF01245	Ribosomal protein L19	1
5mSIPHEX1_9_scaffold_5190_c1_5	5mSIPHEX1_9	PF03969	AFG1-like ATPase	2
5mSIPHEX1_9_scaffold_1250_c1_3	5mSIPHEX1_9	PF13561	Enoyl-(Acyl carrier protein) reductase	7
5mSIPHEX1_9_scaffold_1369_c1_6	5mSIPHEX1_9	PF00116	Cytochrome C oxidase subunit II, periplasmic domain	1
5mSIPHEX1_9_scaffold_1369_c1_6	5mSIPHEX1_9	PF13442	Cytochrome C oxidase, cbb3-type, subunit III	2
5mSIPHEX1_9_scaffold_1369_c1_6	5mSIPHEX1_9	PF02790	Cytochrome C oxidase subunit II, transmembrane domain	1
5mSIPHEX1_9_scaffold_1369_c1_9	5mSIPHEX1_9	PF01553	Acyltransferase	6
5mSIPHEX1_9_scaffold_1369_c1_9	5mSIPHEX1_9	PF19277	Glycerol-3-phosphate acyltransferase C-terminal region	1
5mSIPHEX1_9_scaffold_945_c1_6	5mSIPHEX1_9	PF00561	alpha/beta hydrolase fold	8
5mSIPHEX1_9_scaffold_1599_c2_4	5mSIPHEX1_9	PF01627	Hpt domain	7
5mSIPHEX1_9_scaffold_1599_c2_4	5mSIPHEX1_9	PF01584	CheW-like domain	7
5mSIPHEX1_9_scaffold_1599_c2_4	5mSIPHEX1_9	PF02895	Signal transducing histidine kinase, homodimeric domain	2
5mSIPHEX1_9_scaffold_1599_c2_4	5mSIPHEX1_9	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	29
5mSIPHEX1_9_scaffold_1744_c1_3	5mSIPHEX1_9	PF01618	MotA/TolQ/ExbB proton channel family	7
5mSIPHEX1_9_scaffold_580_c1_9	5mSIPHEX1_9	PF03435	Saccharopine dehydrogenase NADP binding domain	3
5mSIPHEX1_9_scaffold_2766_c1_1	5mSIPHEX1_9	PF00375	Sodium:dicarboxylate symporter family	2
5mSIPHEX1_9_scaffold_784_c1_11	5mSIPHEX1_9	PF00294	pfkB family carbohydrate kinase	3
5mSIPHEX1_9_scaffold_2909_c1_2	5mSIPHEX1_9	PF08241	Methyltransferase domain	4
5mSIPHEX1_9_scaffold_2101_c1_4	5mSIPHEX1_9	PF07963	Prokaryotic N-terminal methylation motif	17
5mSIPHEX1_9_scaffold_1270_c1_2	5mSIPHEX1_9	PF02803	Thiolase, C-terminal domain	3
5mSIPHEX1_9_scaffold_1270_c1_2	5mSIPHEX1_9	PF00108	Thiolase, N-terminal domain	3
5mSIPHEX1_9_scaffold_565_c2_6	5mSIPHEX1_9	PF01925	Sulfite exporter TauE/SafE	4
5mSIPHEX1_9_scaffold_1049_c1_6	5mSIPHEX1_9	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	29
5mSIPHEX1_9_scaffold_1049_c1_6	5mSIPHEX1_9	PF13426	PAS domain	8
5mSIPHEX1_9_scaffold_1049_c1_6	5mSIPHEX1_9	PF00512	His Kinase A (phospho-acceptor) domain	22
5mSIPHEX1_9_scaffold_2058_c1_1	5mSIPHEX1_9	PF13302	Acetyltransferase (GNAT) domain	3
5mSIPHEX1_9_scaffold_2058_c1_1	5mSIPHEX1_9	PF13336	Acetyl-CoA hydrolase/transferase C-terminal domain	1
5mSIPHEX1_9_scaffold_1015_c1_6	5mSIPHEX1_9	PF00378	Enoyl-CoA hydratase/isomerase	8
5mSIPHEX1_9_scaffold_1526_c1_4	5mSIPHEX1_9	PF01433	Peptidase family M1 domain	2
5mSIPHEX1_9_scaffold_386_c2_13	5mSIPHEX1_9	PF07715	TonB-dependent Receptor Plug Domain	23
5mSIPHEX1_9_scaffold_1978_c1_7	5mSIPHEX1_9	PF02441	Flavoprotein	2
5mSIPHEX1_9_scaffold_1978_c1_7	5mSIPHEX1_9	PF04127	DNA / pantothenate metabolism flavoprotein	1
5mSIPHEX1_9_scaffold_6536_c1_3	5mSIPHEX1_9	PF10604	Polyketide cyclase / dehydrase and lipid transport	2
5mSIPHEX1_9_scaffold_1093_c2_5	5mSIPHEX1_9	PF05567	Neisseria PilC beta-propeller domain	1
5mSIPHEX1_9_scaffold_1395_c1_2	5mSIPHEX1_9	PF13806	Rieske-like [2Fe-2S] domain	1
5mSIPHEX1_9_scaffold_3954_c1_1	5mSIPHEX1_9	PF05430	S-adenosyl-L-methionine-dependent methyltransferase	1
5mSIPHEX1_9_scaffold_3954_c1_1	5mSIPHEX1_9	PF01266	FAD dependent oxidoreductase	1
5mSIPHEX1_9_scaffold_1609_c1_4	5mSIPHEX1_9	PF13244	MBH, subunit D	2
5mSIPHEX1_9_scaffold_1609_c1_4	5mSIPHEX1_9	PF20501	MBH, subunit E	2
5mSIPHEX1_9_scaffold_821_c2_5	5mSIPHEX1_9	PF01053	Cys/Met metabolism PLP-dependent enzyme	2
5mSIPHEX1_9_scaffold_6465_c1_1	5mSIPHEX1_9	PF00873	AcrB/AcrD/AcrF family	26
5mSIPHEX1_9_scaffold_534_c1_4	5mSIPHEX1_9	PF00722	Glycosyl hydrolases family 16	1
5mSIPHEX1_9_scaffold_2291_c1_1	5mSIPHEX1_9	PF00474	Sodium:solute symporter family	5
5mSIPHEX1_9_scaffold_820_c1_7	5mSIPHEX1_9	PF12464	Maltose acetyltransferase	1
5mSIPHEX1_9_scaffold_820_c1_7	5mSIPHEX1_9	PF00132	Bacterial transferase hexapeptide (six repeats)	4
5mSIPHEX1_9_scaffold_2538_c1_4	5mSIPHEX1_9	PF01545	Cation efflux family	3
5mSIPHEX1_9_scaffold_2777_c1_2	5mSIPHEX1_9	PF01195	Peptidyl-tRNA hydrolase	1
5mSIPHEX1_9_scaffold_565_c1_5	5mSIPHEX1_9	PF13729	F plasmid transfer operon, TraF, protein	1
5mSIPHEX1_9_scaffold_1647_c1_3	5mSIPHEX1_9	PF04214	Protein of unknown function, DUF	1
5mSIPHEX1_9_scaffold_1911_c1_5	5mSIPHEX1_9	PF10975	Protein of unknown function (DUF2802)	1
5mSIPHEX1_9_scaffold_2172_c1_6	5mSIPHEX1_9	PF12915	Protein of unknown function (DUF3833)	1
5mSIPHEX1_9_scaffold_3167_c1_1	5mSIPHEX1_9	PF13177	DNA polymerase III, delta subunit	1
5mSIPHEX1_9_scaffold_5373_c1_1	5mSIPHEX1_9	PF00873	AcrB/AcrD/AcrF family	26
5mSIPHEX1_9_scaffold_4412_c1_2	5mSIPHEX1_9	PF04389	Peptidase family M28	4
5mSIPHEX1_9_scaffold_1284_c1_1	5mSIPHEX1_9	PF09179	TilS substrate binding domain	1
5mSIPHEX1_9_scaffold_1284_c1_1	5mSIPHEX1_9	PF11734	TilS substrate C-terminal domain	1
5mSIPHEX1_9_scaffold_1284_c1_1	5mSIPHEX1_9	PF01171	PP-loop family	1
5mSIPHEX1_9_scaffold_1179_c1_5	5mSIPHEX1_9	PF00766	Electron transfer flavoprotein FAD-binding domain	1
5mSIPHEX1_9_scaffold_1179_c1_5	5mSIPHEX1_9	PF01012	Electron transfer flavoprotein domain	2
5mSIPHEX1_9_scaffold_1724_c2_5	5mSIPHEX1_9	PF11932	Protein of unknown function (DUF3450)	2
5mSIPHEX1_9_scaffold_4167_c1_1	5mSIPHEX1_9	PF03331	UDP-3-O-acyl N-acetylglycosamine deacetylase	2
5mSIPHEX1_9_scaffold_1291_c1_1	5mSIPHEX1_9	PF08281	Sigma-70, region 4	5
5mSIPHEX1_9_scaffold_873_c1_3	5mSIPHEX1_9	PF07208	Protein of unknown function (DUF1414)	1
5mSIPHEX1_9_scaffold_1487_c1_6	5mSIPHEX1_9	PF00361	Proton-conducting membrane transporter	5
5mSIPHEX1_9_scaffold_1424_c1_2	5mSIPHEX1_9	PF00490	Delta-aminolevulinic acid dehydratase	1
5mSIPHEX1_9_scaffold_3396_c1_3	5mSIPHEX1_9	PF09290	Prokaryotic acetaldehyde dehydrogenase, dimerisation	1
5mSIPHEX1_9_scaffold_3396_c1_3	5mSIPHEX1_9	PF01118	Semialdehyde dehydrogenase, NAD binding domain	2
5mSIPHEX1_9_scaffold_785_c2_3	5mSIPHEX1_9	PF13302	Acetyltransferase (GNAT) domain	3
5mSIPHEX1_9_scaffold_2538_c1_1	5mSIPHEX1_9	PF16576	Barrel-sandwich domain of CusB or HlyD membrane-fusion	13
5mSIPHEX1_9_scaffold_2538_c1_1	5mSIPHEX1_9	PF13437	HlyD family secretion protein	9
5mSIPHEX1_9_scaffold_386_c1_1	5mSIPHEX1_9	PF00589	Phage integrase family	6
5mSIPHEX1_9_scaffold_2632_c1_3	5mSIPHEX1_9	PF16177	Acetyl-coenzyme A synthetase N-terminus	2
5mSIPHEX1_9_scaffold_2632_c1_3	5mSIPHEX1_9	PF00501	AMP-binding enzyme	5
5mSIPHEX1_9_scaffold_2632_c1_3	5mSIPHEX1_9	PF13193	AMP-binding enzyme C-terminal domain	3
5mSIPHEX1_9_scaffold_386_c2_15	5mSIPHEX1_9	PF16153	Domain of unknown function (DUF4861)	1
5mSIPHEX1_9_scaffold_982_c1_7	5mSIPHEX1_9	PF13335	Magnesium chelatase, subunit ChlI C-terminal	1
5mSIPHEX1_9_scaffold_982_c1_7	5mSIPHEX1_9	PF13541	Subunit ChlI of Mg-chelatase	2
5mSIPHEX1_9_scaffold_982_c1_7	5mSIPHEX1_9	PF01078	Magnesium chelatase, subunit ChlI	1
5mSIPHEX1_9_scaffold_449_c1_21	5mSIPHEX1_9	PF13116	Protein of unknown function	1
5mSIPHEX1_9_scaffold_449_c1_21	5mSIPHEX1_9	PF13502	AsmA-like C-terminal region	1
5mSIPHEX1_9_scaffold_815_c1_9	5mSIPHEX1_9	PF01300	Telomere recombination	3
5mSIPHEX1_9_scaffold_1609_c1_1	5mSIPHEX1_9	PF01899	Na+/H+ ion antiporter subunit	1
5mSIPHEX1_9_scaffold_1005_c1_7	5mSIPHEX1_9	PF01869	BadF/BadG/BcrA/BcrD ATPase family	1
5mSIPHEX1_9_scaffold_815_c1_11	5mSIPHEX1_9	PF03922	OmpW family	1
5mSIPHEX1_9_scaffold_5309_c1_2	5mSIPHEX1_9	PF01553	Acyltransferase	6
5mSIPHEX1_9_scaffold_601_c1_18	5mSIPHEX1_9	PF00962	Adenosine deaminase	1
5mSIPHEX1_9_scaffold_792_c1_2	5mSIPHEX1_9	PF16537	Type II secretion system protein B	1
5mSIPHEX1_9_scaffold_792_c1_2	5mSIPHEX1_9	PF11871	Domain of unknown function (DUF3391)	1
5mSIPHEX1_9_scaffold_6105_c1_3	5mSIPHEX1_9	PF01739	CheR methyltransferase, SAM binding domain	2
5mSIPHEX1_9_scaffold_6105_c1_3	5mSIPHEX1_9	PF03705	CheR methyltransferase, all-alpha domain	2
5mSIPHEX1_9_scaffold_785_c2_7	5mSIPHEX1_9	PF02222	ATP-grasp domain	1
5mSIPHEX1_9_scaffold_785_c2_7	5mSIPHEX1_9	PF17769	Phosphoribosylaminoimidazole carboxylase C-terminal domain	1
5mSIPHEX1_9_scaffold_4984_c1_1	5mSIPHEX1_9	PF00149	Calcineurin-like phosphoesterase	4
5mSIPHEX1_9_scaffold_4379_c1_6	5mSIPHEX1_9	PF00344	SecY	2
5mSIPHEX1_9_scaffold_1454_c1_2	5mSIPHEX1_9	PF00342	Phosphoglucose isomerase	1
5mSIPHEX1_9_scaffold_5190_c1_1	5mSIPHEX1_9	PF05016	ParE toxin of type II toxin-antitoxin system, parDE	1
5mSIPHEX1_9_scaffold_855_c2_3	5mSIPHEX1_9	PF13432	Tetratricopeptide repeat	8
5mSIPHEX1_9_scaffold_855_c2_3	5mSIPHEX1_9	PF13181	Tetratricopeptide repeat	5
5mSIPHEX1_9_scaffold_855_c2_3	5mSIPHEX1_9	PF13469	Sulfotransferase family	2
5mSIPHEX1_9_scaffold_4969_c1_2	5mSIPHEX1_9	PF01553	Acyltransferase	6
5mSIPHEX1_9_scaffold_1479_c1_3	5mSIPHEX1_9	PF00542	Ribosomal protein L7/L12 C-terminal domain	1
5mSIPHEX1_9_scaffold_1479_c1_3	5mSIPHEX1_9	PF16320	Ribosomal protein L7/L12 dimerisation domain	1
5mSIPHEX1_9_scaffold_1403_c1_2	5mSIPHEX1_9	PF13584	BatD DUF11 like domain	1
5mSIPHEX1_9_scaffold_3433_c1_1	5mSIPHEX1_9	PF01103	Omp85 superfamily domain	1
5mSIPHEX1_9_scaffold_2044_c1_3	5mSIPHEX1_9	PF13520	Amino acid permease	1
5mSIPHEX1_9_scaffold_6195_c1_2	5mSIPHEX1_9	PF00588	SpoU rRNA Methylase family	7
5mSIPHEX1_9_scaffold_6195_c1_2	5mSIPHEX1_9	PF12105	SpoU, rRNA methylase, C-terminal	2
5mSIPHEX1_9_scaffold_1369_c1_3	5mSIPHEX1_9	PF00510	Cytochrome c oxidase subunit III	1
5mSIPHEX1_9_scaffold_784_c1_5	5mSIPHEX1_9	PF13379	NMT1-like family	2
5mSIPHEX1_9_scaffold_4347_c1_1	5mSIPHEX1_9	PF03485	Arginyl tRNA synthetase N terminal domain	1
5mSIPHEX1_9_scaffold_4347_c1_1	5mSIPHEX1_9	PF05746	DALR anticodon binding domain	1
5mSIPHEX1_9_scaffold_4347_c1_1	5mSIPHEX1_9	PF00750	tRNA synthetases class I (R)	1
5mSIPHEX1_9_scaffold_832_c1_4	5mSIPHEX1_9	PF01000	RNA polymerase Rpb3/RpoA insert domain	2
5mSIPHEX1_9_scaffold_832_c1_4	5mSIPHEX1_9	PF01193	RNA polymerase Rpb3/Rpb11 dimerisation domain	2
5mSIPHEX1_9_scaffold_832_c1_4	5mSIPHEX1_9	PF03118	Bacterial RNA polymerase, alpha chain C terminal domain	1
5mSIPHEX1_9_scaffold_1369_c1_5	5mSIPHEX1_9	PF00115	Cytochrome C and Quinol oxidase polypeptide I	1
5mSIPHEX1_9_scaffold_1724_c3_2	5mSIPHEX1_9	PF01618	MotA/TolQ/ExbB proton channel family	7
5mSIPHEX1_9_scaffold_871_c1_9	5mSIPHEX1_9	PF08713	DNA alkylation repair enzyme	1
5mSIPHEX1_9_scaffold_3875_c1_2	5mSIPHEX1_9	PF16313	Met-zincin	2
5mSIPHEX1_9_scaffold_1487_c1_4	5mSIPHEX1_9	PF13244	MBH, subunit D	2
5mSIPHEX1_9_scaffold_1487_c1_4	5mSIPHEX1_9	PF20501	MBH, subunit E	2
5mSIPHEX1_9_scaffold_1487_c1_4	5mSIPHEX1_9	PF00361	Proton-conducting membrane transporter	5
5mSIPHEX1_9_scaffold_1487_c1_4	5mSIPHEX1_9	PF00662	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	1
5mSIPHEX1_9_scaffold_1487_c1_4	5mSIPHEX1_9	PF04039	Domain related to MnhB subunit of Na+/H+ antiporter	2
5mSIPHEX1_9_scaffold_1996_c1_1	5mSIPHEX1_9	PF18921	Cyanophycin synthase-like N-terminal domain	1
5mSIPHEX1_9_scaffold_1996_c1_1	5mSIPHEX1_9	PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	4
5mSIPHEX1_9_scaffold_631_c1_1	5mSIPHEX1_9	PF03710	Glutamate-ammonia ligase adenylyltransferase	1
5mSIPHEX1_9_scaffold_631_c1_1	5mSIPHEX1_9	PF08335	GlnD PII-uridylyltransferase	2
5mSIPHEX1_9_scaffold_6503_c1_1	5mSIPHEX1_9	PF02812	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain	2
5mSIPHEX1_9_scaffold_1291_c1_9	5mSIPHEX1_9	PF10590	Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region	1
5mSIPHEX1_9_scaffold_1291_c1_9	5mSIPHEX1_9	PF01243	Pyridoxamine 5'-phosphate oxidase	1
5mSIPHEX1_9_scaffold_999_c1_2	5mSIPHEX1_9	PF19313	Domain of unknown function (DUF5916)	1
5mSIPHEX1_9_scaffold_999_c1_2	5mSIPHEX1_9	PF06452	Carbohydrate family 9 binding domain-like	1
5mSIPHEX1_9_scaffold_695_c1_3	5mSIPHEX1_9	PF04820	Tryptophan halogenase	8
5mSIPHEX1_9_scaffold_1266_c1_4	5mSIPHEX1_9	PF12973	ChrR Cupin-like domain	2
5mSIPHEX1_9_scaffold_2386_c1_2	5mSIPHEX1_9	PF03435	Saccharopine dehydrogenase NADP binding domain	3
5mSIPHEX1_9_scaffold_871_c1_7	5mSIPHEX1_9	PF03060	Nitronate monooxygenase	1
5mSIPHEX1_9_scaffold_2291_c1_4	5mSIPHEX1_9	PF02065	Melibiase	2
5mSIPHEX1_9_scaffold_2291_c1_4	5mSIPHEX1_9	PF16875	Glycosyl hydrolase family 36 N-terminal domain	1
5mSIPHEX1_9_scaffold_5685_c1_3	5mSIPHEX1_9	PF00208	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	2
5mSIPHEX1_9_scaffold_6999_c1_1	5mSIPHEX1_9	PF08811	Protein of unknown function (DUF1800)	2
5mSIPHEX1_9_scaffold_631_c1_14	5mSIPHEX1_9	PF00999	Sodium/hydrogen exchanger family	3
5mSIPHEX1_9_scaffold_631_c1_14	5mSIPHEX1_9	PF02254	TrkA-N domain	3
5mSIPHEX1_9_scaffold_1268_c2_3	5mSIPHEX1_9	PF00171	Aldehyde dehydrogenase family	8
5mSIPHEX1_9_scaffold_1402_c1_5	5mSIPHEX1_9	PF01649	Ribosomal protein S20	1
